team,game,desc,date,opp,all_gf,all_ga,length,pts,sit,toi,gf,ga,cf,ca,ff,fa,sf,sa
lightning,78,Stars 5 at Lightning 2,2014-04-05,stars,2,5,reg,0,5v5,37.4,2,5,37,30,32,26,23,18
lightning,79,Maple Leafs 0 at Lightning 3,2014-04-08,leafs,3,0,reg,2,5v5,53.0,1,0,59,41,47,31,32,23
lightning,80,Flyers 2 at Lightning 4,2014-04-10,flyers,4,2,reg,2,5v5,47.6,3,1,37,49,28,36,22,28
lightning,81,Blue Jackets 2 at Lightning 3,2014-04-11,jackets,3,2,reg,2,5v5,47.8,2,1,39,47,32,33,19,24
lightning,82,Lightning 1 at Capitals 0 (SO),2014-04-13,capitals,1,0,SO,2,5v5,55.8,0,0,58,36,42,25,30,14
leafs,1,Maple Leafs 4 at Canadiens 3,2013-10-01,canadiens,4,3,reg,2,5v5,39.2,2,2,39,56,26,44,19,29
leafs,2,Maple Leafs 3 at Flyers 1,2013-10-02,flyers,3,1,reg,2,5v5,43.7,2,0,33,44,26,29,21,17
leafs,3,Senators 4 at Maple Leafs 5 (SO),2013-10-05,senators,5,4,SO,2,5v5,49.0,2,4,49,58,36,44,28,31
leafs,4,Avalanche 2 at Maple Leafs 1,2013-10-08,avalanche,1,2,reg,0,5v5,49.4,1,2,53,47,38,38,23,29
leafs,5,Maple Leafs 4 at Predators 0,2013-10-10,predators,4,0,reg,2,5v5,47.0,2,0,34,43,26,33,21,27
leafs,6,Oilers 5 at Maple Leafs 6 (OT),2013-10-12,oilers,6,5,OT,2,5v5,47.6,3,4,46,40,28,29,17,22
leafs,7,Wild 1 at Maple Leafs 4,2013-10-15,wild,4,1,reg,2,5v5,45.4,1,0,22,51,14,38,9,23
leafs,8,Hurricanes 3 at Maple Leafs 2,2013-10-17,hurricanes,2,3,reg,0,5v5,45.3,2,2,32,51,26,41,20,28
leafs,9,Maple Leafs 1 at Blackhawks 3,2013-10-19,blackhawks,1,3,reg,0,5v5,42.7,0,2,28,50,19,37,15,30
leafs,10,Ducks 2 at Maple Leafs 4,2013-10-22,ducks,4,2,reg,2,5v5,43.7,3,2,34,49,23,34,18,16
leafs,11,Maple Leafs 2 at Blue Jackets 5,2013-10-25,jackets,2,5,reg,0,5v5,40.4,2,2,26,33,21,27,16,22
leafs,12,Penguins 1 at Maple Leafs 4,2013-10-26,penguins,4,1,reg,2,5v5,47.8,1,0,41,49,27,39,21,28
leafs,13,Maple Leafs 4 at Oilers 0,2013-10-29,oilers,4,0,reg,2,5v5,53.8,4,0,42,65,31,45,23,35
leafs,14,Maple Leafs 4 at Flames 2,2013-10-30,flames,4,2,reg,2,5v5,46.9,2,2,40,59,27,43,20,33
leafs,15,Maple Leafs 0 at Canucks 4,2013-11-02,canucks,0,4,reg,0,5v5,36.2,0,3,27,54,19,44,14,32
leafs,16,Devils 1 at Maple Leafs 2 (SO),2013-11-08,devils,2,1,SO,2,5v5,44.0,0,0,24,50,20,39,14,28
leafs,17,Maple Leafs 1 at Bruins 3,2013-11-09,bruins,1,3,reg,0,5v5,49.5,1,0,41,51,30,38,23,25
leafs,18,Maple Leafs 1 at Wild 2 (SO),2013-11-13,wild,1,2,SO,1,5v5,39.1,0,1,24,54,17,41,13,26
leafs,19,Maple Leafs 1 at Sabres 3,2013-11-15,sabres,1,3,reg,0,5v5,47.5,1,1,47,24,37,21,28,17
leafs,20,Sabres 2 at Maple Leafs 4,2013-11-16,sabres,4,2,reg,2,5v5,50.3,2,1,38,48,29,34,16,26
leafs,21,Islanders 2 at Maple Leafs 5,2013-11-19,islanders,5,2,reg,2,5v5,52.9,4,2,47,57,33,41,21,31
leafs,22,Predators 4 at Maple Leafs 2,2013-11-21,predators,2,4,reg,0,5v5,47.8,2,2,38,40,33,29,21,21
leafs,23,Capitals 1 at Maple Leafs 2 (SO),2013-11-23,capitals,2,1,SO,2,5v5,52.7,0,1,46,82,33,56,21,37
leafs,24,Blue Jackets 6 at Maple Leafs 0,2013-11-25,jackets,0,6,reg,0,5v5,51.5,0,4,51,40,33,27,17,15
leafs,25,Maple Leafs 5 at Penguins 6 (SO),2013-11-27,penguins,5,6,SO,1,5v5,48.2,4,2,38,67,27,47,17,36
leafs,26,Maple Leafs 2 at Sabres 3 (OT),2013-11-29,sabres,2,3,OT,1,5v5,50.4,2,1,41,51,31,33,22,24
leafs,27,Maple Leafs 2 at Canadiens 4,2013-11-30,canadiens,2,4,reg,0,5v5,47.2,2,2,48,47,34,37,28,29
leafs,28,Sharks 4 at Maple Leafs 2,2013-12-03,sharks,2,4,reg,0,5v5,48.3,0,2,35,71,27,54,19,33
leafs,29,Stars 2 at Maple Leafs 3 (OT),2013-12-05,stars,3,2,OT,2,5v5,47.4,1,1,33,63,25,49,16,32
leafs,30,Maple Leafs 4 at Senators 3 (SO),2013-12-07,senators,4,3,SO,2,5v5,36.5,2,1,35,53,31,46,23,34
leafs,31,Bruins 5 at Maple Leafs 2,2013-12-08,bruins,2,5,reg,0,5v5,45.7,2,2,56,57,41,44,25,31
leafs,32,Kings 3 at Maple Leafs 1,2013-12-11,kings,1,3,reg,0,5v5,52.0,0,2,56,46,40,30,34,21
leafs,33,Maple Leafs 3 at Blues 6,2013-12-12,blues,3,6,reg,0,5v5,46.7,3,5,28,46,20,42,16,30
leafs,34,Blackhawks 3 at Maple Leafs 7,2013-12-14,blackhawks,7,3,reg,2,5v5,50.1,5,2,46,58,38,35,26,21
leafs,35,Maple Leafs 1 at Penguins 3,2013-12-16,penguins,1,3,reg,0,5v5,47.5,0,2,38,40,25,33,18,29
leafs,36,Panthers 3 at Maple Leafs 1,2013-12-17,panthers,1,3,reg,0,5v5,49.9,1,3,50,43,37,33,23,18
leafs,37,Coyotes 1 at Maple Leafs 2 (SO),2013-12-19,coyotes,2,1,SO,2,5v5,52.2,1,1,37,63,27,43,20,26
leafs,38,Red Wings 5 at Maple Leafs 4 (SO),2013-12-21,wings,4,5,SO,1,5v5,50.7,3,4,30,67,24,55,15,31
leafs,39,Maple Leafs 1 at Rangers 2 (SO),2013-12-23,rangers,1,2,SO,1,5v5,45.0,1,1,30,44,24,36,18,28
leafs,40,Sabres 3 at Maple Leafs 4 (SO),2013-12-27,sabres,4,3,SO,2,5v5,54.6,2,2,54,50,41,41,30,29
leafs,41,Hurricanes 2 at Maple Leafs 5,2013-12-29,hurricanes,5,2,reg,2,5v5,51.2,4,1,39,64,30,52,23,34
leafs,42,Maple Leafs 3 at Red Wings 2 (SO),2014-01-01,wings,3,2,SO,2,5v5,47.6,2,2,30,43,25,36,19,28
leafs,43,Rangers 7 at Maple Leafs 1,2014-01-04,rangers,1,7,reg,0,5v5,51.3,1,6,46,73,39,59,24,41
leafs,44,Islanders 5 at Maple Leafs 3,2014-01-07,islanders,3,5,reg,0,5v5,48.1,2,3,37,41,31,32,20,23
leafs,45,Maple Leafs 1 at Hurricanes 6,2014-01-09,hurricanes,1,6,reg,0,5v5,47.2,1,3,58,44,39,36,25,27
leafs,46,Maple Leafs 2 at Capitals 3,2014-01-10,capitals,2,3,reg,0,5v5,44.9,1,3,50,50,36,36,24,26
leafs,47,Devils 2 at Maple Leafs 3 (SO),2014-01-12,devils,3,2,SO,2,5v5,46.3,1,1,34,60,23,43,17,25
leafs,48,Maple Leafs 4 at Bruins 3,2014-01-14,bruins,4,3,reg,2,5v5,44.4,2,3,23,58,18,44,17,31
leafs,49,Sabres 3 at Maple Leafs 4 (SO),2014-01-15,sabres,4,3,SO,2,5v5,52.7,3,2,49,47,38,36,32,23
leafs,50,Canadiens 3 at Maple Leafs 5,2014-01-18,canadiens,5,3,reg,2,5v5,48.4,3,2,45,50,33,38,23,25
leafs,51,Maple Leafs 4 at Coyotes 2,2014-01-20,coyotes,4,2,reg,2,5v5,43.2,2,0,36,53,29,42,24,27
leafs,52,Maple Leafs 5 at Avalanche 2,2014-01-21,avalanche,5,2,reg,2,5v5,46.5,3,2,38,54,29,42,24,32
leafs,53,Maple Leafs 1 at Stars 7,2014-01-23,stars,1,7,reg,0,5v5,46.5,1,4,41,43,30,33,24,20
leafs,54,Maple Leafs 4 at Jets 5 (OT),2014-01-25,jets,4,5,OT,1,5v5,47.9,3,2,50,48,33,39,23,26
leafs,55,Lightning 2 at Maple Leafs 3,2014-01-28,lightning,3,2,reg,2,5v5,46.3,3,2,47,53,34,43,21,30
leafs,56,Panthers 3 at Maple Leafs 6,2014-01-30,panthers,6,3,reg,2,5v5,45.5,4,3,41,50,34,41,25,29
leafs,57,Senators 3 at Maple Leafs 6,2014-02-01,senators,6,3,reg,2,5v5,44.9,4,3,43,50,34,36,27,21
leafs,58,Maple Leafs 1 at Panthers 4,2014-02-04,panthers,1,4,reg,0,5v5,57.0,1,2,39,67,26,57,20,46
leafs,59,Maple Leafs 4 at Lightning 1,2014-02-06,lightning,4,1,reg,2,5v5,55.8,3,1,50,70,42,52,31,32
leafs,60,Canucks 1 at Maple Leafs 3,2014-02-08,canucks,3,1,reg,2,5v5,46.8,2,1,53,40,34,31,20,20
leafs,61,Maple Leafs 4 at Islanders 5 (OT),2014-02-27,islanders,4,5,OT,1,5v5,46.2,4,1,36,37,26,32,18,25
leafs,62,Maple Leafs 3 at Canadiens 4 (OT),2014-03-01,canadiens,3,4,OT,1,5v5,47.2,2,2,38,45,23,36,17,24
leafs,63,Blue Jackets 2 at Maple Leafs 1,2014-03-03,jackets,1,2,reg,0,5v5,52.5,1,2,47,60,36,43,25,31
leafs,64,Maple Leafs 3 at Rangers 2 (OT),2014-03-05,rangers,3,2,OT,2,5v5,53.0,1,0,38,67,29,46,22,29
leafs,65,Flyers 3 at Maple Leafs 4 (OT),2014-03-08,flyers,4,3,OT,2,5v5,51.3,3,3,52,68,42,44,32,25
leafs,66,Maple Leafs 3 at Ducks 1,2014-03-10,ducks,3,1,reg,2,5v5,45.7,2,1,34,58,22,41,17,29
leafs,67,Maple Leafs 2 at Sharks 6,2014-03-11,sharks,2,6,reg,0,5v5,46.5,1,6,27,77,20,58,16,42
leafs,68,Maple Leafs 3 at Kings 2,2014-03-13,kings,3,2,reg,2,5v5,47.4,1,1,32,65,27,50,20,32
leafs,69,Maple Leafs 2 at Capitals 4,2014-03-16,capitals,2,4,reg,0,5v5,48.1,2,1,35,50,25,36,21,27
leafs,70,Maple Leafs 2 at Red Wings 3,2014-03-18,wings,2,3,reg,0,5v5,43.4,0,3,46,43,34,34,26,23
leafs,71,Lightning 5 at Maple Leafs 3,2014-03-19,lightning,3,5,reg,0,5v5,42.7,3,3,45,51,35,39,27,23
leafs,72,Canadiens 4 at Maple Leafs 3,2014-03-22,canadiens,3,4,reg,0,5v5,50.9,2,4,59,55,40,45,27,32
leafs,73,Maple Leafs 2 at Devils 3,2014-03-23,devils,2,3,reg,0,5v5,48.1,0,3,28,35,20,31,15,22
leafs,74,Blues 5 at Maple Leafs 3,2014-03-25,blues,3,5,reg,0,5v5,50.8,2,3,34,71,25,59,19,44
leafs,75,Maple Leafs 2 at Flyers 4,2014-03-28,flyers,2,4,reg,0,5v5,45.1,1,2,40,48,29,32,26,21
leafs,76,Red Wings 4 at Maple Leafs 2,2014-03-29,wings,2,4,reg,0,5v5,46.2,2,3,39,42,29,29,22,21
leafs,77,Flames 2 at Maple Leafs 3,2014-04-01,flames,3,2,reg,2,5v5,55.0,3,2,50,54,35,44,22,24
leafs,78,Bruins 3 at Maple Leafs 4 (OT),2014-04-03,bruins,4,3,OT,2,5v5,52.8,3,3,30,71,25,51,20,32
leafs,79,Jets 4 at Maple Leafs 2,2014-04-05,jets,2,4,reg,0,5v5,48.0,1,3,28,64,23,53,15,39
leafs,80,Maple Leafs 0 at Lightning 3,2014-04-08,lightning,0,3,reg,0,5v5,53.0,0,1,41,59,31,47,23,32
leafs,81,Maple Leafs 2 at Panthers 4,2014-04-10,panthers,2,4,reg,0,5v5,48.5,2,3,36,54,29,45,22,33
leafs,82,Maple Leafs 0 at Senators 1,2014-04-12,senators,0,1,reg,0,5v5,46.6,0,0,37,57,31,36,22,25
canucks,1,Canucks 1 at Sharks 4,2013-10-03,sharks,1,4,reg,0,5v5,38.6,0,4,45,46,34,32,17,22
canucks,2,Oilers 2 at Canucks 6,2013-10-05,oilers,6,2,reg,2,5v5,37.0,2,0,37,28,25,19,21,11
canucks,3,Canucks 5 at Flames 4 (OT),2013-10-06,flames,5,4,OT,2,5v5,50.2,4,3,52,48,37,35,25,27
canucks,4,Devils 2 at Canucks 3 (OT),2013-10-08,devils,3,2,OT,2,5v5,54.0,2,2,47,32,35,30,27,22
canucks,5,Sharks 4 at Canucks 1,2013-10-10,sharks,1,4,reg,0,5v5,50.8,1,3,30,48,19,35,17,25
canucks,6,Canadiens 4 at Canucks 1,2013-10-12,canadiens,1,4,reg,0,5v5,49.0,1,1,51,59,38,46,29,32
canucks,7,Canucks 3 at Flyers 2,2013-10-15,flyers,3,2,reg,2,5v5,52.5,3,2,49,43,33,32,23,19
canucks,8,Canucks 3 at Sabres 0,2013-10-17,sabres,3,0,reg,2,5v5,47.5,2,0,42,34,34,19,25,15
canucks,9,Canucks 3 at Penguins 4 (SO),2013-10-19,penguins,3,4,SO,1,5v5,50.9,3,2,54,40,40,27,35,22
canucks,10,Canucks 1 at Blue Jackets 3,2013-10-20,jackets,1,3,reg,0,5v5,44.4,0,2,47,28,35,25,26,17
canucks,11,Canucks 5 at Islanders 4 (OT),2013-10-22,islanders,5,4,OT,2,5v5,50.8,4,1,58,52,41,37,27,23
canucks,12,Canucks 3 at Devils 2 (SO),2013-10-24,devils,3,2,SO,2,5v5,52.6,2,1,27,39,24,34,17,24
canucks,13,Canucks 3 at Blues 2 (OT),2013-10-25,blues,3,2,OT,2,5v5,53.5,2,1,29,47,22,35,14,18
canucks,14,Capitals 2 at Canucks 3,2013-10-28,capitals,3,2,reg,2,5v5,40.5,3,2,44,28,35,19,26,13
canucks,15,Red Wings 2 at Canucks 1,2013-10-30,wings,1,2,reg,0,5v5,49.5,1,2,34,51,24,33,17,22
canucks,16,Maple Leafs 0 at Canucks 4,2013-11-02,leafs,4,0,reg,2,5v5,36.2,3,0,54,27,44,19,32,14
canucks,17,Canucks 2 at Coyotes 3 (SO),2013-11-05,coyotes,2,3,SO,1,5v5,49.0,1,2,47,49,35,36,25,26
canucks,18,Canucks 4 at Sharks 2,2013-11-07,sharks,4,2,reg,2,5v5,45.7,4,2,38,37,32,25,25,15
canucks,19,Canucks 1 at Kings 5,2013-11-09,kings,1,5,reg,0,5v5,50.1,1,4,42,49,34,36,20,26
canucks,20,Canucks 1 at Ducks 3,2013-11-10,ducks,1,3,reg,0,5v5,51.1,1,2,55,45,42,28,29,21
canucks,21,Sharks 2 at Canucks 1 (OT),2013-11-14,sharks,1,2,OT,1,5v5,49.1,0,0,60,47,44,29,31,22
canucks,22,Stars 2 at Canucks 1,2013-11-17,stars,1,2,reg,0,5v5,47.7,0,2,58,38,40,30,27,21
canucks,23,Panthers 3 at Canucks 2 (SO),2013-11-19,panthers,2,3,SO,1,5v5,52.4,2,1,43,39,33,28,23,26
canucks,24,Blue Jackets 2 at Canucks 6,2013-11-22,jackets,6,2,reg,2,5v5,43.1,6,2,45,28,33,16,24,9
canucks,25,Blackhawks 2 at Canucks 1,2013-11-23,blackhawks,1,2,reg,0,5v5,49.5,0,2,51,41,40,33,33,25
canucks,26,Kings 3 at Canucks 2 (OT),2013-11-25,kings,2,3,OT,1,5v5,39.5,1,2,38,37,29,26,24,21
canucks,27,Canucks 5 at Senators 2,2013-11-28,senators,5,2,reg,2,5v5,48.6,4,2,36,58,27,41,20,34
canucks,28,Canucks 2 at Rangers 5,2013-11-30,rangers,2,5,reg,0,5v5,53.0,1,3,53,44,42,29,33,20
canucks,29,Canucks 3 at Hurricanes 2,2013-12-01,hurricanes,3,2,reg,2,5v5,42.2,2,2,37,44,28,30,22,22
canucks,30,Canucks 3 at Predators 1,2013-12-03,predators,3,1,reg,2,5v5,47.9,2,1,40,40,27,32,21,27
canucks,31,Coyotes 2 at Canucks 3 (OT),2013-12-06,coyotes,3,2,OT,2,5v5,53.2,1,2,42,56,34,40,26,34
canucks,32,Avalanche 1 at Canucks 3,2013-12-08,avalanche,3,1,reg,2,5v5,49.8,3,1,42,48,27,35,18,23
canucks,33,Hurricanes 0 at Canucks 2,2013-12-09,hurricanes,2,0,reg,2,5v5,46.9,1,0,40,48,29,37,19,27
canucks,34,Oilers 0 at Canucks 4,2013-12-13,oilers,4,0,reg,2,5v5,53.4,2,0,66,33,48,28,34,18
canucks,35,Bruins 2 at Canucks 6,2013-12-14,bruins,6,2,reg,2,5v5,51.2,4,2,40,69,28,52,24,40
canucks,36,Canucks 2 at Wild 3 (SO),2013-12-17,wild,2,3,SO,1,5v5,53.2,2,1,39,41,32,29,26,22
canucks,37,Canucks 1 at Stars 4,2013-12-19,stars,1,4,reg,0,5v5,46.0,1,4,40,46,29,31,20,22
canucks,38,Canucks 3 at Blackhawks 2 (SO),2013-12-20,blackhawks,3,2,SO,2,5v5,44.0,2,2,38,40,25,32,16,23
canucks,39,Jets 1 at Canucks 2,2013-12-22,jets,2,1,reg,2,5v5,50.8,1,0,44,46,27,24,21,19
canucks,40,Canucks 2 at Flames 0,2013-12-29,flames,2,0,reg,2,5v5,50.9,2,0,42,36,35,25,27,17
canucks,41,Flyers 4 at Canucks 3 (SO),2013-12-30,flyers,3,4,SO,1,5v5,45.3,3,2,45,36,36,25,29,21
canucks,42,Lightning 4 at Canucks 2,2014-01-01,lightning,2,4,reg,0,5v5,47.6,2,3,49,52,40,37,24,30
canucks,43,Canucks 1 at Kings 3,2014-01-04,kings,1,3,reg,0,5v5,46.2,0,2,33,63,26,52,19,43
canucks,44,Canucks 3 at Ducks 4 (OT),2014-01-05,ducks,3,4,OT,1,5v5,51.9,1,3,32,74,28,54,13,41
canucks,45,Penguins 5 at Canucks 4 (SO),2014-01-07,penguins,4,5,SO,1,5v5,51.3,4,2,50,49,40,38,25,25
canucks,46,Blues 1 at Canucks 2,2014-01-10,blues,2,1,reg,2,5v5,52.9,2,1,41,49,26,37,20,29
canucks,47,Canucks 0 at Kings 1,2014-01-13,kings,0,1,reg,0,5v5,35.3,0,1,22,29,18,18,14,10
canucks,48,Canucks 1 at Ducks 9,2014-01-15,ducks,1,9,reg,0,5v5,42.0,0,3,55,42,43,31,30,21
canucks,49,Canucks 0 at Coyotes 1,2014-01-16,coyotes,0,1,reg,0,5v5,32.2,0,0,26,30,22,22,14,15
canucks,50,Flames 2 at Canucks 3 (SO),2014-01-18,flames,3,2,SO,2,5v5,46.5,1,1,45,45,30,34,20,26
canucks,51,Canucks 2 at Oilers 1,2014-01-21,oilers,2,1,reg,2,5v5,42.8,2,1,46,39,34,28,20,21
canucks,52,Predators 2 at Canucks 1,2014-01-23,predators,1,2,reg,0,5v5,42.2,1,1,44,35,31,26,25,19
canucks,53,Coyotes 4 at Canucks 5 (OT),2014-01-26,coyotes,5,4,OT,2,5v5,43.1,4,2,46,35,29,26,19,23
canucks,54,Oilers 4 at Canucks 2,2014-01-27,oilers,2,4,reg,0,5v5,47.5,2,3,47,42,32,25,24,18
canucks,55,Blackhawks 5 at Canucks 2,2014-01-29,blackhawks,2,5,reg,0,5v5,49.6,2,3,58,64,32,52,23,35
canucks,56,Canucks 3 at Jets 4,2014-01-31,jets,3,4,reg,0,5v5,51.2,2,3,51,48,35,34,23,27
canucks,57,Canucks 0 at Red Wings 2,2014-02-03,wings,0,2,reg,0,5v5,46.6,0,1,22,38,20,31,15,21
canucks,58,Canucks 1 at Bruins 3,2014-02-04,bruins,1,3,reg,0,5v5,49.7,1,2,53,53,39,44,21,29
canucks,59,Canucks 2 at Canadiens 5,2014-02-06,canadiens,2,5,reg,0,5v5,49.7,0,3,60,43,46,30,36,23
canucks,60,Canucks 1 at Maple Leafs 3,2014-02-08,leafs,1,3,reg,0,5v5,46.8,1,2,40,53,31,34,20,20
canucks,61,Blues 0 at Canucks 1,2014-02-26,blues,1,0,reg,2,5v5,44.4,1,0,44,38,38,29,29,15
canucks,62,Wild 2 at Canucks 1 (SO),2014-02-28,wild,1,2,SO,1,5v5,52.1,0,0,59,28,39,23,28,17
canucks,63,Senators 4 at Canucks 2,2014-03-02,senators,2,4,reg,0,5v5,42.6,1,2,33,36,28,30,21,21
canucks,64,Canucks 0 at Coyotes 1,2014-03-04,coyotes,0,1,reg,0,5v5,52.9,0,1,53,48,33,36,20,25
canucks,65,Canucks 1 at Stars 6,2014-03-06,stars,1,6,reg,0,5v5,40.9,0,4,41,36,30,25,21,18
canucks,66,Flames 1 at Canucks 2,2014-03-08,flames,2,1,reg,2,5v5,47.9,2,1,53,49,26,25,12,17
canucks,67,Islanders 7 at Canucks 4,2014-03-10,islanders,4,7,reg,0,5v5,39.9,2,3,34,34,24,29,15,19
canucks,68,Canucks 3 at Jets 2 (SO),2014-03-12,jets,3,2,SO,2,5v5,41.3,2,2,42,43,31,32,22,27
canucks,69,Canucks 3 at Capitals 4,2014-03-14,capitals,3,4,reg,0,5v5,49.1,3,3,50,40,37,30,31,16
canucks,70,Canucks 4 at Panthers 3 (SO),2014-03-16,panthers,4,3,SO,2,5v5,47.2,2,1,47,36,38,26,21,17
canucks,71,Canucks 3 at Lightning 4,2014-03-17,lightning,3,4,reg,0,5v5,46.7,1,2,36,46,25,34,19,25
canucks,72,Predators 0 at Canucks 2,2014-03-19,predators,2,0,reg,2,5v5,51.1,1,0,41,40,31,32,20,26
canucks,73,Sabres 2 at Canucks 4,2014-03-23,sabres,4,2,reg,2,5v5,52.6,4,1,73,35,54,22,31,15
canucks,74,Canucks 5 at Wild 2,2014-03-26,wild,5,2,reg,2,5v5,49.6,4,2,35,51,25,34,16,26
canucks,75,Canucks 2 at Avalanche 3 (OT),2014-03-27,avalanche,2,3,OT,1,5v5,46.9,1,2,46,43,29,32,20,26
canucks,76,Ducks 5 at Canucks 1,2014-03-29,ducks,1,5,reg,0,5v5,44.5,1,4,48,33,36,25,24,16
canucks,77,Rangers 3 at Canucks 1,2014-04-01,rangers,1,3,reg,0,5v5,50.4,1,1,51,38,40,29,31,23
canucks,78,Kings 1 at Canucks 2,2014-04-05,kings,2,1,reg,2,5v5,46.5,1,0,55,50,42,38,32,24
canucks,79,Ducks 3 at Canucks 0,2014-04-07,ducks,0,3,reg,0,5v5,47.8,0,2,52,32,33,21,14,18
canucks,80,Avalanche 4 at Canucks 2,2014-04-10,avalanche,2,4,reg,0,5v5,48.6,2,2,58,43,45,30,35,23
canucks,81,Canucks 2 at Oilers 5,2014-04-12,oilers,2,5,reg,0,5v5,47.9,2,4,59,38,45,25,35,16
canucks,82,Flames 1 at Canucks 5,2014-04-13,flames,5,1,reg,2,5v5,49.0,3,1,48,38,28,26,18,16
capitals,1,Capitals 4 at Blackhawks 6,2013-10-01,blackhawks,4,6,reg,0,5v5,45.6,1,4,34,42,21,30,16,25
capitals,2,Flames 4 at Capitals 5 (SO),2013-10-03,flames,5,4,SO,2,5v5,46.5,2,2,55,43,40,33,28,27
capitals,3,Capitals 1 at Stars 2,2013-10-05,stars,1,2,reg,0,5v5,51.7,0,2,40,45,28,37,20,20
capitals,4,Hurricanes 3 at Capitals 2,2013-10-10,hurricanes,2,3,reg,0,5v5,42.6,2,2,40,38,33,32,24,28
capitals,5,Avalanche 5 at Capitals 1,2013-10-12,avalanche,1,5,reg,0,5v5,50.3,1,3,62,34,45,27,39,20
capitals,6,Oilers 2 at Capitals 4,2013-10-14,oilers,4,2,reg,2,5v5,48.0,2,2,40,41,26,31,17,22
capitals,7,Rangers 2 at Capitals 0,2013-10-16,rangers,0,2,reg,0,5v5,45.9,0,1,40,49,25,39,15,28
capitals,8,Blue Jackets 1 at Capitals 4,2013-10-19,jackets,4,1,reg,2,5v5,49.5,2,1,55,56,43,46,32,34
capitals,9,Capitals 5 at Jets 4 (SO),2013-10-22,jets,5,4,SO,2,5v5,46.0,3,3,38,48,31,41,22,34
capitals,10,Capitals 4 at Oilers 1,2013-10-24,oilers,4,1,reg,2,5v5,49.5,4,1,37,43,31,34,23,23
capitals,11,Capitals 2 at Flames 5,2013-10-26,flames,2,5,reg,0,5v5,46.0,2,5,42,33,29,29,20,25
capitals,12,Capitals 2 at Canucks 3,2013-10-28,canucks,2,3,reg,0,5v5,40.5,2,3,28,44,19,35,13,26
capitals,13,Capitals 7 at Flyers 0,2013-11-01,flyers,7,0,reg,2,5v5,41.5,5,0,41,37,32,26,21,18
capitals,14,Panthers 2 at Capitals 3 (SO),2013-11-02,panthers,3,2,SO,2,5v5,43.8,2,1,34,45,27,27,18,19
capitals,15,Islanders 2 at Capitals 6,2013-11-05,islanders,6,2,reg,2,5v5,46.2,2,2,51,42,38,31,29,22
capitals,16,Wild 2 at Capitals 3 (SO),2013-11-07,wild,3,2,SO,2,5v5,52.4,1,1,41,36,28,30,21,25
capitals,17,Capitals 3 at Coyotes 4 (SO),2013-11-09,coyotes,3,4,SO,1,5v5,44.0,1,1,34,38,27,30,20,23
capitals,18,Capitals 1 at Avalanche 4,2013-11-10,avalanche,1,4,reg,0,5v5,47.0,1,4,43,51,32,35,25,27
capitals,19,Blue Jackets 3 at Capitals 4 (OT),2013-11-12,jackets,4,3,OT,2,5v5,49.1,2,2,45,44,30,29,27,23
capitals,20,Capitals 4 at Red Wings 3 (SO),2013-11-15,wings,4,3,SO,2,5v5,46.4,3,1,33,37,29,31,22,27
capitals,21,Blues 1 at Capitals 4,2013-11-17,blues,4,1,reg,2,5v5,46.4,3,0,36,59,27,46,16,32
capitals,22,Penguins 4 at Capitals 0,2013-11-20,penguins,0,4,reg,0,5v5,49.0,0,3,29,50,16,40,9,34
capitals,23,Canadiens 3 at Capitals 2,2013-11-22,canadiens,2,3,reg,0,5v5,46.1,1,2,53,42,39,28,19,21
capitals,24,Capitals 1 at Maple Leafs 2 (SO),2013-11-23,leafs,1,2,SO,1,5v5,52.7,1,0,82,46,56,33,37,21
capitals,25,Senators 6 at Capitals 4,2013-11-27,senators,4,6,reg,0,5v5,42.5,2,2,40,41,32,34,26,27
capitals,26,Canadiens 2 at Capitals 3 (SO),2013-11-29,canadiens,3,2,SO,2,5v5,48.3,2,2,45,42,32,33,23,24
capitals,27,Capitals 3 at Islanders 2 (OT),2013-11-30,islanders,3,2,OT,2,5v5,54.8,1,1,52,51,36,38,24,33
capitals,28,Hurricanes 4 at Capitals 1,2013-12-03,hurricanes,1,4,reg,0,5v5,44.6,0,3,43,37,33,27,19,22
capitals,29,Predators 2 at Capitals 5,2013-12-07,predators,5,2,reg,2,5v5,51.9,4,2,55,61,42,41,27,34
capitals,30,Capitals 4 at Rangers 1,2013-12-08,rangers,4,1,reg,2,5v5,50.0,3,1,47,43,38,30,29,23
capitals,31,Lightning 5 at Capitals 6 (SO),2013-12-10,lightning,6,5,SO,2,5v5,42.2,1,3,23,54,20,38,14,29
capitals,32,Capitals 2 at Panthers 3 (SO),2013-12-13,panthers,2,3,SO,1,5v5,49.2,0,1,32,56,22,46,14,31
capitals,33,Flyers 4 at Capitals 5 (SO),2013-12-15,flyers,5,4,SO,2,5v5,44.5,2,4,33,36,25,25,20,18
capitals,34,Capitals 2 at Flyers 5,2013-12-17,flyers,2,5,reg,0,5v5,44.9,1,3,39,48,26,29,22,25
capitals,35,Capitals 4 at Hurricanes 2,2013-12-20,hurricanes,4,2,reg,2,5v5,43.7,0,1,24,59,20,44,16,26
capitals,36,Devils 5 at Capitals 4 (OT),2013-12-21,devils,4,5,OT,1,5v5,56.5,4,2,32,66,25,45,18,31
capitals,37,Ducks 3 at Capitals 2,2013-12-23,ducks,2,3,reg,0,5v5,43.7,1,3,40,36,27,28,16,20
